node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
769,activemq-core/src/main/java/org/apache/activemq/store/amq/AMQTransactionStore.java,"[0.0, 9.0, 275.0, 5.0, 1.0, 1.0, 0.0, 37.0, 2.0, 11.0, 0.0, 2.0, 2.0, 18.0, 63.0, 1.0, 18.0, 35.0, 54.0, 0.0, 4.0, 7.0, 17.0, 98.0, 35.0, 18.0, 57.0, 188.0, 75.0, 0.34, 24.0, 132.0, 5.0, 81.0, 0.0, 18.0, 2.0, 65.0, 1.0, 0.0, 12.0, 2.0, 7.0, 3.55555555555556, 0.0, 10.0, 2.94444444444444, 0.0, 9.0, 2.38888888888889, 1.0, 2.0, 0.85, 0.0, 6.0, 6.0, 2.0, 169.0, 234.0, 0.585454545454545, 0.833333333333333]","[-2.9513211, -3.8293164, -3.4940643, -1.5740954, -3.2533371, -2.9513211, -3.8293164, -3.4940643, -3.2533371, -2.9513211, -3.2026777, -3.4940643, -3.2533371, -2.9513211, -3.4940643, -3.8293164, -3.8293164, -3.4940643, -3.4940643, 0.12834512, -1.5740954, -1.5740954, -2.9513211, -3.4940643, -3.8293164, -3.8293164, -2.9513211, -3.8293164, -3.4940643, -3.8293164, -3.4940643, -3.4940643, 0.12834512, -1.5740954, -1.5740954, -2.9513211, -3.8293164, -3.4940643, -3.8293164, -2.9513211, -2.9513211, -2.9513211, -3.571885, -3.5842607, -3.6740866, -2.3634012, -3.3290884, -3.1166914, -3.316817, -3.2026777, -3.0666437, -1.921962, 0.14545198, -2.9513211, -1.5477557, -4.3268175, -3.4269564, -2.9513211, -1.5477557, -4.3268175, -3.4269564, -2.9513211, -1.5477557, -4.3268175, -3.4269564, -2.9513211, -3.6740866, -2.5145655, -3.3290884, -3.1166914, -3.316817, -0.32702723, -3.4940643, -2.3078918, -3.6740866, -2.5145655, -3.3290884, -3.1166914, -3.316817, -0.32702723, -3.4940643, -2.3078918, -2.9513211, -2.9513211, -2.9513211, -3.4940643, -3.571885, -1.8149304]","[1.1725972, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.6437391, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.3509243, 1.056935, 1.056935]",0
770,activemq-core/src/main/java/org/apache/activemq/store/amq/AMQTx.java,"[0.0, 5.0, 100.0, 3.0, 0.0, 1.0, 0.0, 13.0, 1.0, 5.0, 0.0, 0.0, 1.0, 9.0, 26.0, 1.0, 9.0, 13.0, 26.0, 0.0, 2.0, 3.0, 9.0, 27.0, 13.0, 9.0, 28.0, 60.0, 17.0, 0.43, 14.0, 45.0, 3.0, 33.0, 0.0, 9.0, 1.0, 50.0, 1.0, 0.0, 7.0, 1.0, 6.0, 3.66666666666667, 1.0, 9.0, 3.55555555555556, 1.0, 3.0, 1.44444444444444, 1.0, 2.0, 0.727272727272727, 0.0, 5.0, 5.0, 3.0, 138.0, 38.0, 0.47, 0.6]","[-2.9513211, -3.4269564, -4.2072268, -2.9513211, -3.4269564, -4.2072268, -2.9513211, -3.4269564, -4.2072268, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -1.2146204, -3.4269564, -3.4717238, -3.5300932, -3.3267272, -2.9513211, -3.6740866, -3.3290884, -3.1166914, -3.316817, -3.4940643, -1.2146204, -3.4269564, -3.4717238, -3.5300932, -3.3267272, -2.9513211, -2.9513211, -2.9513211]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.4411972, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972]",0
771,activemq-core/src/main/java/org/apache/activemq/store/amq/AMQTxOperation.java,"[0.0, 5.0, 134.0, 3.0, 0.0, 1.0, 3.0, 13.0, 1.0, 7.0, 0.0, 1.0, 1.0, 11.0, 36.0, 1.0, 11.0, 13.0, 37.0, 0.0, 4.0, 3.0, 11.0, 41.0, 13.0, 11.0, 37.0, 82.0, 30.0, 0.44, 16.0, 67.0, 3.0, 53.0, 0.0, 11.0, 1.0, 74.0, 1.0, 0.0, 11.0, 1.0, 9.0, 3.72727272727273, 1.0, 9.0, 3.09090909090909, 1.0, 3.0, 1.18181818181818, 1.0, 1.0, 0.230769230769231, 0.0, 3.0, 3.0, 2.0, 177.0, 43.0, 0.701492537313433, 0.666666666666667]","[-2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -0.15303583, -3.4940643, 0.1104754, -3.4940643, -0.19537306, -2.9513211, -0.5054067, -2.4024367, -3.4717238, -4.782127, -4.5649676, -2.4024367, -4.782127, -4.5649676, -2.9513211, -0.29166687, -4.3104224, -2.1421347, -1.7791693, -2.6230774, -4.3104224, -2.1421347, -2.6230774]","[1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935]",0
772,activemq-core/src/main/java/org/apache/activemq/store/amq/RecoveryListenerAdapter.java,"[0.0, 4.0, 74.0, 2.0, 4.0, 1.0, 1.0, 9.0, 1.0, 4.0, 0.0, 0.0, 1.0, 7.0, 16.0, 1.0, 7.0, 9.0, 21.0, 0.0, 4.0, 2.0, 3.0, 19.0, 9.0, 7.0, 21.0, 48.0, 16.0, 0.33, 10.0, 37.0, 2.0, 27.0, 0.0, 7.0, 1.0, 68.0, 1.0, 0.0, 3.0, 2.0, 6.0, 2.57142857142857, 0.0, 6.0, 2.71428571428571, 1.0, 2.0, 1.28571428571429, 1.0, 1.0, 0.444444444444444, 0.0, 4.0, 4.0, 2.0, 50.0, 47.0, 0.527027027027027, 0.75]","[-3.190937, -2.9513211, -0.94867826, -2.9513211, -3.4940643, -0.94867826, -1.4091641, -3.9165285, -2.9513211, -3.775425, -3.4940643, -1.4091641, -3.0593112, -2.9513211, -2.9513211, -2.9513211]","[1.056935, 1.1725972, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972]",1
773,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/AxionJDBCAdapter.java,"[0.0, 27.0, 63.0, 2.0, 0.0, 1.0, 0.0, 2.0, 2.0, 29.0, 0.0, 0.0, 2.0, 1.0, 26.0, 1.0, 1.0, 2.0, 6.0, 0.0, 0.0, 2.0, 1.0, 24.0, 2.0, 1.0, 5.0, 31.0, 4.0, 0.84, 6.0, 9.0, 2.0, 7.0, 2.0, 1.0, 2.0, 0.0, 3.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 13.0, 13.0, 13.0, 1.0, 1.0, 1.0, 4.0, 1.0, 0.0, 4.0, 4.0, 1.0, 26.0, 27.0, 0.603174603174603, 1.0]","[-2.9513211, -2.5789435, -0.7252079, -0.22863214, -0.7252079, -0.9922891, -1.6318883, -2.5789435, -2.5789435, -2.5789435, -2.5789435, -2.5789435, -2.5789435, -1.1854635, -0.22863214, -0.22863214, -1.6318883, -1.6318883, -1.6318883, -0.7252079, -2.5789435, 0.16048813]","[1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935]",0
774,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/BlobJDBCAdapter.java,"[0.0, 37.0, 143.0, 6.0, 0.0, 2.0, 0.0, 12.0, 6.0, 44.0, 0.0, 2.0, 6.0, 2.0, 37.0, 1.0, 2.0, 12.0, 26.0, 0.0, 0.0, 6.0, 2.0, 58.0, 12.0, 4.0, 25.0, 88.0, 41.0, 0.42, 18.0, 66.0, 6.0, 53.0, 5.0, 2.0, 6.0, 0.0, 2.0, 2.0, 3.0, 1.0, 8.0, 6.0, 4.0, 16.0, 15.5, 15.0, 20.0, 13.5, 7.0, 2.0, 2.0, 2.0, 3.0, 3.0, 1.0, 57.0, 54.0, 0.559440559440559, 1.0]","[-2.9513211, -3.5842607, -1.8581967, 0.054757793, -1.8583251, -3.4053924, -3.4053924, -3.4053924, -3.4940643, -0.7923268, -3.1026406, -3.1612453, -1.8581967, -0.47340983, -1.8583251, -1.3131883, -3.4940643, -3.316817, -3.1026406, 0.18159604, -4.5649676, -3.1612453, -3.1612453, -1.8581967, -1.8583251, -3.1026406, -2.0552175, -3.5842607, -3.1612453, -3.5842607, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -0.47340983, -1.8583251, -1.3131883, -3.4940643, -3.316817, 0.18159604, -3.4570723, -4.0603642, -4.263564, -4.5649676, -3.1612453, -3.1612453, -0.3540423, -3.1026406, -2.0552175, -3.5842607, -3.1612453, -3.5842607, -3.1612453]","[1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8934469, 1.056935, 1.6437391, 1.056935, 1.6437391, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8934469, 1.056935, 1.6437391, 1.056935, 1.6437391, 1.056935]",0
775,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/BytesJDBCAdapter.java,"[0.0, 3.0, 49.0, 1.0, 0.0, 1.0, 0.0, 2.0, 1.0, 7.0, 0.0, 4.0, 1.0, 2.0, 32.0, 1.0, 2.0, 2.0, 7.0, 2.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 7.0, 12.0, 2.0, 2.67, 5.0, 9.0, 1.0, 6.0, 0.0, 2.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 3.0, 2.5, 2.0, 2.0, 1.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 10.0, 12.0, 0.571428571428571, 1.0]","[-2.9513211, -2.8094912, -2.9513211, -1.2118652]","[1.1725972, 1.056935, 1.1725972, 1.056935]",0
776,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DB2JDBCAdapter.java,"[0.0, 4.0, 46.0, 1.0, 0.0, 1.0, 0.0, 3.0, 1.0, 4.0, 0.0, 0.0, 1.0, 3.0, 21.0, 1.0, 3.0, 3.0, 11.0, 1.0, 0.0, 1.0, 2.0, 6.0, 3.0, 3.0, 11.0, 19.0, 4.0, 1.11, 6.0, 15.0, 1.0, 11.0, 0.0, 3.0, 1.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 3.0, 4.0, 0.782608695652174, 1.0]","[-2.9513211, -1.4466912, 0.01057581, -2.9513211, 0.18159604, -2.8094912, -3.4570723]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935]",0
777,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java,"[2.0, 18.0, 764.0, 7.0, 0.0, 1.0, 1.0, 104.0, 3.0, 18.0, 2.0, 0.0, 3.0, 34.0, 79.0, 1.0, 34.0, 100.0, 141.0, 2.0, 2.0, 9.0, 30.0, 444.0, 100.0, 49.0, 117.0, 647.0, 331.0, 0.12, 38.0, 448.0, 7.0, 322.0, 0.0, 32.0, 3.0, 62.0, 1.0, 7.0, 8.0, 2.0, 20.0, 5.38235294117647, 1.0, 20.0, 9.88235294117647, 1.0, 18.0, 4.79411764705882, 1.0, 4.0, 2.05555555555556, 0.0, 6.0, 6.0, 2.0, 522.0, 473.0, 0.643979057591623, 0.833333333333333]","[-3.190937, -2.9513211, -1.2118652, -2.9513211, -2.8094912, -2.9513211, -3.5842607, -3.5842607, -3.3270004, -0.6162407, -2.5789435, -3.316817, -3.1612453, -3.3270004, -3.6740866, -3.5842607, -3.4048095, -2.3962831, -3.4940643, -3.4048095, -3.775425, -0.7369692, -0.38524958, -3.4008632, -3.775425, -0.7369692, -0.38524958, -2.7233324, -3.3270004, -4.5774384, -3.5842607, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -3.6740866, -3.5842607, -2.3962831, -3.4008632, -3.775425, -0.7369692, -0.38524958, -2.7233324, -3.3270004, -4.5774384, -3.5842607, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -1.3131883, -3.4940643, -3.316817, -1.3905882, -3.1612453, -3.1612453, -3.3270004, -1.8581967, -1.3131883, -3.4940643, -3.316817, -1.3905882, -0.26621157, -3.1612453, -3.1612453, -2.9513211, 0.054757793, -3.5842607, -3.4940643, -3.3270004, -1.8581967, 0.054757793, -3.4940643, -1.8583251, -1.6562016, -3.4053924, -3.7160726, -3.7635474, -1.8583251, -1.9641877, -3.4053924, -2.894008, -1.8583251, -3.4940643, -0.0008241652, -3.4940643, -0.7923268, -3.1026406, -3.4940643, -3.1612453, -2.9513211, 0.054757793, -3.5842607, -3.4940643, -3.3270004, -1.8581967, 0.054757793, -3.4940643, -1.8583251, -1.6562016, -3.4053924, -3.7160726, -3.7635474, -1.8583251, -1.9641877, -3.4053924, -2.894008, -1.8583251, -3.4053924, -3.4940643, -0.0008241652, -3.4940643, -0.7923268, -3.1026406, -3.4940643, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -3.7160726, -3.7635474, -1.8583251, -1.9641877, -1.3131883, -3.4940643, -3.316817, -1.3905882, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -0.47340983, -1.8583251, -1.3131883, -3.4940643, -3.316817, 0.36668214, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -0.47340983, -1.8583251, -1.3131883, -3.4940643, -3.316817, -1.7919008, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.4940643, -3.3270004, -1.8581967, -3.4940643, -1.8583251, -3.4940643, -0.0008241652, -3.4940643, -0.7923268, -3.1026406, -3.4940643, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -1.3131883, -3.4940643, -0.9922891, -4.0603642, -3.316817, -3.4940643, -1.4255489, -1.7919008, -3.9505177, -4.0603642, -3.316817, -3.4940643, -1.4091641, -1.3905882, 0.36668214, -3.9505177, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.4940643, -3.3270004, -1.8581967, -3.4940643, -1.8583251, -3.4053924, -2.894008, -3.4053924, -3.4053924, -3.4940643, -0.0008241652, -3.4940643, -0.7923268, -3.1026406, -3.4940643, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.3131883, -3.4940643, -0.9922891, -4.0603642, -3.316817, -3.4940643, -1.4255489, -1.7919008, -3.9505177, -4.0603642, -3.316817, -3.4940643, -1.4091641, -1.3905882, 0.36668214, -3.9505177, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.8583251, -1.3131883, -3.4940643, -0.9922891, -4.0603642, -3.316817, -3.4940643, -1.4255489, -1.7919008, -3.9505177, -4.0603642, -3.316817, -3.4940643, -1.4091641, -1.3905882, 0.36668214, -3.9505177, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.3131883, -3.4940643, -3.316817, -1.525843, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.4940643, -3.3270004, -1.8581967, -3.5842607, -1.3131883, -3.4940643, -3.316817, -1.3905882, -3.1612453, -3.1612453, -3.3270004, -1.8581967, -3.4053924, -4.2072268, -2.894008, -3.4053924, -3.6514163, -3.4053924, -3.148337, -3.4053924, -2.9265904, -1.8583251, -3.4053924, -0.4877796, -2.894008, -3.4940643, -0.7923268, -3.1026406, -3.6514163, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.3131883, -3.4940643, -3.316817, -4.055122, -3.9459345, -3.2244277, -2.8294358, -1.7919008, -0.41718188, -3.791936, -1.7919008, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -1.3131883, -4.0603642, -3.316817, -4.055122, -2.8294358, -1.7919008, -3.2244277, -1.7919008, -3.9459345, -1.7919008, -0.41718188, -3.791936, -1.7919008, -3.4269564, -3.3267272, -3.5300932, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -0.7923268, -3.1612453, -3.3270004, -1.8581967, -3.4053924, -2.894008, -0.7923268, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -0.7923268, -3.1612453, -2.9513211, -3.5842607, -3.4048095, -3.3270004, -1.8581967, -1.8583251, -3.1015403, -0.7923268, -3.4048095, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.3131883, -3.4940643, -3.316817, -1.3905882, -3.1612453, -3.1612453, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.1612453, -2.9513211, -3.5842607, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -1.3131883, -4.0603642, -3.316817, -3.4269564, -3.791936, -1.7919008, -3.1612453, -3.1612453, -2.9513211, -2.9513211, -2.9513211, -1.1669157, -2.9513211, -2.9513211, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -3.4053924, -3.4053924, -1.3131883, -3.4940643, -3.316817, 0.36668214, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -1.3131883, -3.4940643, -3.316817, -1.525843, -3.1612453, -3.1612453, -2.9513211, -3.5842607, -3.3270004, -1.8581967, -3.4053924, -2.894008, -1.8583251, -1.3131883, -3.4940643, -0.9922891, -4.0603642, -3.316817, -3.4940643, -1.4255489, -1.7919008, -3.4048095, -4.0603642, -3.316817, -3.4940643, -1.4091641, -1.3905882, 0.36668214, -3.4048095, -3.1792214, -3.1612453, -3.1612453]","[1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.6437391, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.4411972, 1.6437391, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.4411972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.3509243, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.3509243, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 3.1278594, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 3.1278594, 1.056935, 1.056935, 1.1725972, 1.056935, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.3509243, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 3.1278594, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 3.1278594, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 3.1278594, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 3.1278594, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.3509243, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.8063579, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935]",1
778,activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/HsqldbJDBCAdapter.java,"[0.0, 4.0, 31.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 19.0, 1.0, 1.0, 1.0, 4.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4.0, 8.0, 2.0, 2.38, 4.0, 6.0, 1.0, 4.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 3.0, 5.0, 0.483870967741935, 1.0]","[-2.9513211, -0.38939407]","[1.1725972, 1.056935]",0
